Key,Title,DOI,Abstract Note,DateScreened,Screener,Decision,FullTextView,ExclusionReason,Notes,Correlations
HLNP8C9H,Relationship between inflammation and peripheral arterial disease measured by anklebrachial index in chronic hemodialysis patients,10.1093/ndt/gfab097.0042,"BACKGROUND AND AIMS: Peripheral arterial disease (PAD) is very common in patients with chronic kidney disease. There are predisposing factors such as high blood pressure, diabetes mellitus, and dyslipidemia that are highly prevalent in this population. The ankle-brachial index (ABI) is a widely validated diagnostic method for the diagnosis of PAD. A value below 0.9 is suggestive of this pathology. On the other hand, inflammation is a phenomenon that favors development of atherosclerosis and therefore could be another predisposing factor for PAD. There are emerging markers of inflammation such as the neutrophil-lymphocyte ratio (NLR), platelet-lymphocyte ratio (PLR) and systemic immune-inflammation index (SII) that have an excellent correlation with classic markers such as C-reactive protein (CRP). The objective of our study was to determine whether there is a relationship between ABI values and the degree of inflammation in patients. METHOD: A retrospective observational cross-sectional study was conducted in our prevalent hemodialysis population between April-May 2019. ABI was measured through the Microlife WatchBP Office ABI™ device. The sample was divided into two groups using 0.9 as a cut-off point: group 1 (ABI <0.9) and group 2 (ABI> 0.9). Inflammatory ratios (NLR, PLR and SII) and other parameters of bone kidney disease such as serum calcium, bicarbonate, phosphorus, parathyroid hormone (PTH), magnesium and vitamin D were determined. RESULTS: 100 patients with chronic kidney disease on chronic hemodialysis belonging to our Avericum Negrin center were analyzed. 42% (N = 42) of the sample were women and 42% (N = 42) were diabetic. The etiology of kidney disease was: 12% (N = 12) renal nephroangiosclerosis, 35% (N = 35) diabetic nephropathy, 14% (N = 14) chronic glomerulonephritis, 8% (N = 8) polycystic kidney disease, 17% (N = 17) unknow and 14% (N = 14) others. 19% (N = 19) had a central venous catheter as vascular access. The mean values of inflammatory and renal bone disease parameters are described in Table 1. The values of PLR and SII index were significantly higher in patients with ABI <0.9. (Figures 1 and 2). CONCLUSION: Patients with peripheral arterial disease (ABI <0.9) had higher PLR and SII values. (Table Presented).",NA,NA,NA,NA,NA,NA,NA
G952QALV,The effect of lanthanum carbonate on calciprotein particles in hemodialysis patients,10.1093/ndt/gfw197.3,"Introduction and Aims: Fetuin-A is a serum protein that inhibits precipitation of calcium phosphate (CaPi) in the extra-osseous tissues. Fetuin-A can absorb numerous CaPi nuclei to prevent their growth into large precipitates. The resulting CaPi-laden fetuin-A molecules aggregate to become nanoparticles called calciprotein particle (CPP), which are dispersed as colloidal particles in the serum and eventually phagocytosed by reticuloendothelial cells. Previous studies have shown that the serum CPP levels are increased with CKD progression and associated with chronic inflammation, vascular stiffness, and vascular calcification. Because CPPs have the ability to induce innate immune response, CPPs may function as a ''pathogen'' causing poor prognosis in CKD. In this study, we tested whether the serum CPP levels would be reduced by treatment with calcium carbonate or lanthanum carbonate in hemodialysis (HD) patients. Methods: Twenty-four (24) end stage renal disease patients undergoing HD (50% men, age; 68 ± 12 years, dialysis period; 6.2 ± 4.8 years, Kt/v; 1.74 ± 0.34) were treated with calcium carbonate during the 0th - 8th week, followed by lanthanum carbonate during the 9th - 16th week. Serum CPP levels were measured at beginning of the study (the 0th week) and the end of the calcium carbonate treatment (the 8th week) and the lanthanum carbonate treatment (the 16th week) to test for correlation with serum calcium (Ca), phosphorus (P), intact-PTH, FGF23, Klotho, fetuin-A, aortic calcification index (ACI), LDL-cholesterol, and hs-CRP at the same time points. Results: The CPP levels were positively correlated with the P, Ca × P, and LDL-cholesterol levels at any time points. The switch from calcium carbonate to lanthanum carbonate did not change Ca and P, but significantly reduced CPP. The reduction of CPP was negatively correlated with the CPP level before the switch (at the 8th week). ACI and hs-CRP were not significantly correlated with CPP in these patients. Conclusions: The serum CPP levels were decreased by switching the phosphate binder from calcium carbonate to lanthanum carbonate in HD patients. These results may explain why non-calcium-containing binders are associated with better clinical outcomes than calcium-containing binders.",NA,NA,NA,NA,NA,NA,NA
TZSSUDQD,Analysis for risk factors and clinical manifestation of hypomagnesemia in hemodialysis patients,10.1093/ndt/gfw198.70,"Introduction and Aims: Disorders of magnesium homeostasis in hemodialysis patients have drawn more attention recently, especially hypomagnesemia. The association between hypomagnesemia and risk factors of cardiovascular disease were indicated in some experimental and observational studies. Many clinical factors, including poorer nutritional status, systemic inflammation and intake of proton pump inhibitors (PPIs), may be correlated with low levels of magnesium. To examine these associations, we conducted a cross-sectional study in patients on maintenance hemodialysis. Methods: We did a 3-month chart review of 286 maintenance hemodialysis patients at a single hemodialysis center. Laboratory assessment was performed before hemodialysis session in a 12-hour fasting state. The serum magnesium concentration were tested every month, the mean value were used for analysis. Patients were divided into two groups: hypomagnesemic (mean predialysis plasma [Mg] <1.5 mEq/l) and non-hypomagnesemic (mean predialysis plasma [Mg] ≥1.5 mEq/l). Results: All patients were dialyzed using a dialysate [Mg] of 1.0 mEq/l. The mean age was 48.3 ± 18.1 years. 13 patients (4.5%) had hypomagnesemia and 273 (95.5%) were not hypomagnesemic. Compared to non-hypomagnesemic group, the level of albumin, cholesterol and transferrin were significantly lower in hypomagnesemic group. Besides, higher levels of intact parathyroid hormone were detectd in hypomagnesemic patients. Serum magnesium concentration was not correlated with age, dialysis adequacy (Kt/ V), plasma calcium, phosphorus, C-reactive protein, hemoglobin and diabetes status. The magnesium level in PPI group was slightly lower than non-PPI group (plasma [Mg] 1.42 ± 0.12 mEq/l vs. 1.84 ±0.35 mEq/l, p <0.05). Restless legs, fatigue after dialysis and anorexia were more common in patients with hypomagnesemia. Conclusions: In our cohort of hemodialysis patients, there were correlations between hypomagnesemia and poorer nutritional status; PPIs intake may play a role in magnesium disturbance. Patients with hypomagnesemia tend to suffer a worse life quality. Further studies are needed in order to clarify the causality of these associations.",NA,NA,NA,NA,NA,NA,NA
BSBKGLRT,Bone mineral density in patients with sleep Apnea,10.1111/1756-185X.12962,"Introduction: Obstructive sleep apnea (OSA) is associated with many endocrine disorders that may lead to secondary osteoporosis. The aim of this study is to investigate both the bone metabolic abnormalities and bone mineral density (BMD) in OSA patients compared to individuals without OSA. Material: The study was conducted on 25 males with OSA and 20 healthy males. Body mass index (BMI) and representative measures of metabolic syndrome (waist circumference, fasting plasma glucose, blood pressure, HDL-cholesterol, triglycerides) and inflammation (ESR, CRP, fibrinogen), serum calcium, phosphorus, alkaline phosphatase were evaluated. BMD in the lumbar spine, total hip and femoral neck was measured by dual energy X-ray absorptiometry. Results: There were no statistical differences in age, height, weight, blood pressure, and BMI between groups. Except for the HDL-C values, significantly lower in the group with severe OSA, no significant differences in metabolic syndrome parameters were observed. Fibrinogen was significantly higher in the OSA group. Serum ESR levels were not statistically different between groups. We noted significant differences between OSA patients and control subjects with regard to lumbar L1-L4 t score, lumbar L1-L4 BMD, and femoral neck BMD values (P < 0.001). We find significant correlations with lumbar L1-L4 BMD (P < 0.05) and lumbar L1-L4 t score values (P < 0.05). Conclusions: OSA patients might represent a risk group with respect to loss of BMD and bone resorption. It is important to evaluate bone loss in these patients. Our study indicates that there is a relationship between OSA and osteoporosis.",NA,NA,NA,NA,NA,NA,NA
DG2MCJ44,Soluble Klotho and Mortality in Maintenance Hemodialysis Patients,NA,"Background: Klotho is a transmembrane protein that functions as a co-receptor for fibroblast growth factor 23 (FGF23). Klotho also exists as a soluble circulating protein, and recent experimental data demonstrated that soluble Klotho has multiple beneficial functions including renoprotection, prevention of vascular calcification, and inhibition of cardiac hypertrophy. However, it is unknown whether soluble Klotho levels are associated with risk of death in patients on hemodialysis. Methods: We conducted a prospective cohort study of 654 maintenance hemodialysis patients (the Tokai Dialysis Cohort Study). The primary exposure variable was the baseline soluble Klotho level. The primary outcome was 3-year, all-cause mortality. Soluble Klotho levels and full-length FGF23 levels were measured using a sandwich ELISA kit (Immuno- Biological Laboratories, Co., Ltd, Gunma, Japan) and a chemiluminescence immunoassay (Kyowa Medex Co., Ltd., Tokyo, Japan), respectively. Results: At study enrolment, the mean (±SD) soluble Klotho level was 377± 231 pg/ml and the median (IQR) FGF23 level was 1,878 (571-4,932) pg/ml. Higher levels of soluble Klothocorrelated with longer dialysis duration, higher hemoglobin, higher creatinine, and lower total cholesterol; there was no correlation with serum calcium, phosphorus, parathyroid hormone, or FGF23. In univariate analysis, soluble Klotho levels were not significantly associated with risk of mortality. This result was unchanged after multivariable adjustment. Conclusions: Soluble Klotho levels were not related to parameters of bone mineral metabolism and did not predict mortality in patients undergoing hemodialysis. Further research is required to determine whether soluble Klotho plays a role in bone disease and vascular calcification in end-stage renal disease.",NA,NA,NA,NA,NA,NA,NA
RP74Q73F,Serum calcium is associated with dyslipidemia in Korean adults: A cross-sectional study,10.5414/TEX01486,"Objective: The relationship between calcium intake and risk of cardiovascular disease is still debated. The purpose of this study was to investigate the association of calcium intake and serum calcium with dyslipidemia in Korean adults. Methods: This was a population-based, crosssectional study of 640 subjects (320 men and 320 women) aged 20 - 69 years (average 43.7 years) recruited from eight provinces of South Korea in 2014. Daily calcium intake, serum calcium, and serum lipid profiles of the subjects were analyzed and their correlation was evaluated. Multiple logistic regression analysis was also conducted to calculate odds ratios and 95% confidence intervals (CI) for prevalence of dyslipidemia by serum calcium. Results: Calcium intake was not significantly correlated with serum lipids or calcium. However, serum calcium was positively correlated with serum total cholesterol (p < 0.001) and triglycerides (p < 0.001). The unadjusted prevalence of hypercholesterolemia according to serum calcium tertiles was significantly increased with increments of serum calcium (4.7%, 6.1%, and 12.6% in the T1 - T3 groups; p < 0.005). The unadjusted odds ratio (OR) for having hypercholesterolemia was also significantly increased according to serum calcium tertiles (first tertile reference, third tertile OR = 2.93, 95% CI = 1.38 - 6.22, p for trend < 0.001). The association of serum calcium with the prevalence of hypercholesterolemia was not changed after adjusting for gender, body weight, age, and body mass index. Conclusion: No significant association was found between calcium intake and serum lipid profiles; however, elevated serum calcium within the normal range was shown to be associated with an increased prevalence of dyslipidemia in a Korean cohort.",NA,NA,NA,NA,NA,NA,NA
MDQVA29G,"Associations factors affecting on osteoporosis in postmenopausal women in Saudi Arabian, Jeddah",NA,"Background: Osteoporosis is a disorders having the characteristic features of low Bone Mineral Density (BMD). However; there are several factors affecting the prevalence of osteoporosis in postmenopausal women as age, menopause, anthropometric measurements and biochemical bone markers. Objective: This study aims to assess whether there is an association between age, anthropometric measurements, some serum biochemical bone indices (vitamin D, calcium, intact PTH, and magnesium) and bone health. Furthermore, we examine the axial and peripheral BMD. Design: A cross-sectional study, involving 200 woman (50-82 years), it conducted in Jeddah, Saudi Arabia, during the year 2015. Anthropometric measurements for each participants were recorded. Calcium, vitamin D, intact PTH, magnesium, alkaline phosphates and cholesterol levels were measured. Lumbar spine (L1L4)), neck (NK), wards (WA), troch (Tr) and total femur (TF) BMD were performed in women by Dual-energy x-ray absorptiometry (DXA). Results: Women age was 58.83 ± 5.89 Y, with menopausal age 51.38 ± 3.44 Y. Body Mass Index (BMI) of participants was 31.48 ± 5.68 kg/m2. The serum calcium, magnesium and alkaline phosphates were in normal range reached (2.54± 0.21 mmol/L, 0.79± 0.08 mmol/L and 1.34± 0.17 mmol/L, respectively). Most of participants suffering from deficiency of vitamin D and hyperparathyroidism reached (35.01 ± 22.08 nmol/L and 8.86 ± 3.28 pmol/L, respectively). as well as most of them have cholesterol level < 5.2 mmol/L. There was positive significant correlation between age and wait/hip ratio (0.18, p < 0.01). All BMD measure results, revealed negative significant correlation (p < 0.001) with age recorded (- 0.31, -0.36, -0.39 and -0.40 for L1L4, NK, WA and TF, respectively), except Tr revealed showed positive significant correlation (0.33, p < 0.001). As well as, BMD at the five sites measure revealed positive significant correlation (p < 0.001) with body mass index (BMI). Also, negative significant correlation between PTH and vitamin D (0.18, p < 0.01) was found. Conclusion: To prevent osteoporosis the postmenopausal women should have adequate intake of calcium and vitamin D in early ages. Proper nutrition education program should be done, especially during menopause transition and period for increase bone loss.",NA,NA,NA,NA,NA,NA,NA
W4QUKJ4P,Impact of nutritional status on skin autofluorescence in haemodialysis patients,10.1093/ndt/gfx155,"INTRODUCTION AND AIMS: Skin autofluorescence (SAF), a measurement of skin accumulation of advanced glycation end-products (AGEs), has been reported to be an independent predictor of survival in haemodialysis (HD) patients but the mechanism of this association is not completely understood. AGEs are uremic toxins rapidly formed during oxidative stress which is associated with systemic inflammation. AGEs are also formed in food and ∼10% of the ingested AGEs are absorbed. Oxidative stress and inflammation have been implicated in the development of malnutrition which has also been strongly associated with cardiovascular mortality in dialysis patients. We aimed to investigate the impact of several nutritional factors as potential determinants of SAF. METHODS: SAF was measured in 76 HD patients using a validated Autofluorescence Reader and a validated food frequency questionnaire was used to assess dietary AGE intake. Energy, fat and protein intake were also assessed, as well as handgrip strength (HGS), mid-arm muscle circumference (MAMC) and routine biochemical variables. Subjective Global Assessment (SGA) was performed to evaluate nutritional status. RESULTS: Median age and SAF were 68.0 (IQR 56.0 to 75.7) years and 3.3 (2.7 to 3.8) arbitrary units (AU), respectively. Diabetes and obesity were present in 29 patients (38.2%) each. SGA revealed that 30 patients (39.5%) were malnourished (of which 6 [8%] had severe malnutrition) whereas 46 were well nourished (60.5%). Median dietary AGE intake was high at 12920.3 (9140.3, 16984.0) kilounits (kU)/day compared with a recommended intake of less than 8000 kU/day. Median energy and protein intake were low (20.1 [16.0 to 24.0] kcal/kg/day and 0.8 [0.6 to 1.0] g/kg/day, respectively) compared to the recommendations for dialysis patients (35 kcal/kg/day and 1.2 g/kg/ day). SAF was significantly higher in patients with prior coronary heart disease (CHD) and in current smokers. There was a significant positive correlation between SAF, C reactive protein and dialysis vintage. Additionally, SAF correlated significantly and negatively with HGS, serum calcium, albumin, total protein and serum cholesterol, as well as energy, protein, fat and dietary AGE intake. Malnourished patients had higher SAF levels than well-nourished patients. Malnutrition was more evident in patients with CHD. Energy and fat intake, MAMC and HGS were significantly lower in patients with malnutrition compared to well-nourished patients. Multiple linear regression analysis showed that dialysis vintage, current smoking, lower HGS and lower protein intake were independent predictors of increased SAF levels, but energy intake and AGE intake were not. CONCLUSIONS: Malnutrition is a frequent complication in HD patients and was associated with elevated SAF levels, presence of CHD, low energy and fat intake and decreased HGS. The unexpected finding of an inverse relationship between SAF and dietary AGE intake is probably explained by the association of higher SAF with several markers of malnutrition. Ongoing follow-up of participants will investigate changes in SAF levels over time, one-year survival and the impact of a dietetic intervention to reduce SAF levels.",NA,NA,NA,NA,NA,NA,NA
5PQLCBYW,Vitamin D status and its associated risk factors among healthy adults in Gansu province,10.3760/cma.j.issn.l674-635X.2017.04.007,"Objective: To investigate the prevalence of vitamin D deficiency and its associated metabolic risk factors in the healthy adults in Gansu Province, a western province of China. Methods: Through stratified, multistage probability population sampling, 11300 adults (4740 men and 6 417 women aged 18-79 years) who had been living in their current residence for at least 5 years were arbitrarily chosen from seven representative geographical cities in Gansu Province from June 2014 to December 2015. The data obtained from a questionnaire-based survey, anthropometric and biochemical assessments, and areal bone mineral density measurement were collected and analyzed. Results: The overall mean serum 25(OH)D was (16.07±9.40) μg/L. The prevalence of severe deficiency (<10 μg/L), deficiency (≥10 μg/L and <20 μg/L), insufficiency (≥20 μg/Land <30 μg/L), and sufficiency (≥30 μg/L) among these adults were 17.3%, 64.6%, 11.8%, and 6.3%, respectively. The significant predictors of vitamin D deficiency included younger age and female sex (P<0.05), whereas sun exposure, physical activity, and calcium supplementation were protective (P<0.05). Serum 25(OH) D was inversely associated with parathyroid hormone (r=-0.279, P<0.001) and positively associated with serum calcium (r=0.239, P<0.001), serum phosphorus (r=0.090, P=0.018), low-density lipoprotein cholesterol (r=0.100, P=0.008), and body mass index (r=0.093, P=0.014). The 25 (OH) D concentration showed no significant correlation with bone mineral density (P>0.05). Conclusions Vitamin D deficiency is highly prevalent among adult populations in Gansu, northwestern of China, and is largely attributed to younger age and female sex. The cumulative effects of factors including sun exposure, physical activity, and calcium supplementation play an influential role in maintaining vitamin D levels.",NA,NA,NA,NA,NA,NA,NA
VU78VD5U,Extremely High Prevalence of Maternal and Neonatal Vitamin D Deficiency in the Arab Population,10.1159/000475704,"Background: Vitamin D deficiency is a global public health problem. The published literature on vitamin D deficiency is limited among Arab pregnant women and its association with different metabolic markers. Objective: To determine the prevalence of vitamin D deficiency in Arab pregnant women and neonates and its association with various biomarker profiles. Methods: This is a multicenter study taken from a large prospective project in Riyadh, the capital city of Saudi Arabia. Maternal biochemical levels were measured routinely. Maternal and neonatal 25(OH)D levels were assessed using a chemiluminescence immunoassay. A total of 1,097 pregnant women >16 years old with gestational ages <24 weeks were recruited from different tertiary hospitals in Riyadh between February 2011 and June 2012. Results: Almost 85% of pregnant subjects had 25(OH)D level <50 nmol/L. Vitamin D deficiency among neonates was 88%. Maternal 25(OH)D was significantly associated with neonatal 25(OH)D (r = 0.54, p < 0.01), as well as serum calcium (r = 0.16, p = 0.02) and phosphate levels (r = 0.17, p = 0.02), and had an inverse correlation with parathyroid hormone (r = -0.22, p = 0.001). Conclusion: Maternal and neonatal vitamin D deficiency is alarmingly high in Arabs and significantly associated with each another. Universal screening for serum 25(OH)D may be appropriate for Arab mothers and vitamin D supplementation mandatory until term. The study puts a spotlight on vitamin D deficiency with the hope that health professionals will address it adequately to prevent the known long-term consequences for metabolism and bone health of both mothers and their children.",NA,DB,Exclude,No,Serum cholesterol not mentioned,NA,NA
HTVEZXEJ,"Free 25 (OH) vitamin d, but not total 25 (OH) vitamin d, is strongly correlated with gestational age and calcium in normal human pregnancy",10.1002/jbmr.3363,"Basic science as well as epidemiological studies showed that vitamin D is causally involved in the pathogenesis of pregnancy related diseases such as gestational diabetes as well as pregnancy related hypertensive disorders short and long term outcome of the offspring. To translate this knowledge to clinical practice suitable tools to determine the vitaminDstatus during pregnancy are mandatory. Since 25(OH) vitaminD[25(OH)D)] is mainly bound to vitaminDbinding protein [VDBP] in the circulating blood and female sex steroids regulates hepaticVDPB synthesis, it is doubtful whether the determination of total vitaminDas it is current clinical practice does adequately reflect the vitaminDstatus of an individual pregnant women. We therefore compared the correlations of total serum 25(OH)D, free serum 25(OH)D, and 1,25(OH)2D in 475 apparently healthy pregnant women with gestational age, calcium, phosphorus, bone alkaline phosphatase and PTH. Free 25(OH)D was either measured directly using a novel assay systemfor direct measurements of free 25(OH)D as well as calculated free 25(OH)D based on measurements of VDBP, albumin and total 25(OH)D. There was a negative correlation between free 25(OH)D levels and gestational age (p<0.0001for measured and calculated free 25(OH) D ), whereas 1,25(OH)2D showed a strong positive correlation with gestational age (p<0.0001). Total 25(OH)D was not correlated with gestational age (p=0.685). Serum calcium was positively correlated with free 25(OH)D (p<0.0001for measured and calculated free 25(OH)D ) and not with total 25(OH)D (p=0.065). 1,25(OH)D showed a negative correlation with calcium (p<0.0001). Phosphorus-on the other hand-was significantly associated with total 25(OH)D (p=0.021) only. Free and total 25(OH)D as well as 1,25(OH)D were negatively correlate with PTH (p<0.0001 in all cases) and bone alkaline phosphatase (p<0.01 in all cases). Targets of vitamin D related gene activation such as albumin, LDL and vitamin B6 were correlated to free vitamin D, but not to total vitamin D. In conclusion, calculated and measured free 25(OH)D provide comparable data and correlates much better with components of the endocrine vitamin D system and targets of vitamin D induced gene expression. Free 25(OH)D concentrations decrease slightly during healthy pregnancy, whereas 1,25(OH)2 Vit D concentrations increases substantially during human pregnancy. Given the impact of vitamin D on maternal and offspring's health outcomes, an adequate monitoring of the vitamin D status during pregnancy might require measurements of both free 25(OH)D and 1,25(OH)2D at different time points of gestation.",NA,DB,Exclude,No,Serum cholesterol not mentioned,NA,NA
GIN5ENDA,The impact of onset age on metabolic disorders in urolithiasis,NA,"Background: Urolithiasis is related with metabolic disease, such as hyperuricemia, diabetes, dyslipidemia and hypertension. We aim to explore the association between the metabolic diseases and the stone type, clinical and laboratory features, the onset age with urolithiasis patients. Methods: Clinical data were retrospectively collected from 707 patients with urolithiasis surgery in Beijing Tsinghua Changgung Hospital from December 2015 to August 2017. Their demographic data, clinical manifestations, laboratory tests and examinations were analyzed retrospectively. Results: (1) 446 males and 261 females (18 to 94 years old) from 28 provinces in China were included in our study. The urolithiasis patients with onset age > 30 years old are more likely common to diabetes mellitus, hypertension, gout, hyperlipidemia and metabolic syndrome. (2) The onset age of urolithiasis is positively associated with BMI (r=0.100, P=0.011), iPTH (r=0.089, P=0.049), TG (r=0.083, P=0.033), globulin (r=0.077, P=0.046) and IgG (r=0.077, P= 0.040), while it is negatively related to urine phosphorous (r=-0.109, P=0.027) and HDL-C (r=-0.099, P=0.010). (3) Correlation analysis showed that the level of TC and LDL-C were both positively associated with serum calcium, phosphorus, alkaline phosphatase (ALP), globulin and white blood cell (WBC) (P<0.05). The level of TG is positively associated with serum calcium, magnesium, 25-OH-VitD3, while negatively associated with urine PH (P<0.05). HDL-C was negatively associated with urine uric acid (P<0.05). Fast glucose was positively associated with serum ALP, globulin and the count of urine bacterium (P<0.05). Serum uric acid was positively associated with serum calcium, phosphorous and urine phosphorus (P<0.05). (4) The incidence of urinary infection (70.3% vs. 62.2%, P=0.025) and amorphous calcium phosphate (1% vs. 0%, P=0.043) is significantly higher in patients with hyperlipidemia. Conclusions: The urolithiasis patients with onset age > 30 years old are more likely associated with metabolic disorders and urinary infections. Elevation of serum lipid, glucose and urate acid may add risks to urolithiasis by impacting urine PH, calcium-phosphorus metabolism and infectious status.",NA,NA,NA,NA,NA,NA,NA
6HKRHF57,Association between BMD and serum uric acid in postmenopausal women with diabetic nephropathy,10.1007/s00198-018-4465-1,"Objectives: Oxidative stress has been implicated in the pathogenesis of osteoporosis. Uric acid, a potent antioxidant substance, has been associated with BMD. The objective of the study was to examine the association between serum uric acid and BMD in postmenopausal women with diabetic nephropathy. Methods: This cross-sectional study involved 78 postmenopausal women with diabetic nephropathy, 48-65 years of age. BMD measured at the lumbar spine and total hip region with DXA (annual rate of change in BMD (A%ΔBMD) was calculated. The serum uric acid (SUA) levels were obtained at each DXAvisit. Partial correlation and regression analyses were applied to determine the associations. Results: Cross-sectional data analyses revealed that BMD was positively correlated with SUA in postmenopausal women with diabetic nephropathy after adjustment for age, BMI, systolic blood pressure, diastolic blood pressure, hip circumference, cigarette smoking, alcohol consumption, milk intake, physical activity, fracture history, years after menopause, total protein, total bilirubin, triglycerides, total cholesterol, high-density lipoprotein cholesterol, fasting blood glucose, HbA1c, plasma C-reactive protein, serum alkaline phosphatase serum calcium, and estimated glomerular filtration rate. Conclusion: The BMD was linearly associated with SUA levels within the normal physiologic range of postmenopausal women with diabetic nephropathy. Higher SUA levels had a protective effect on bone loss in postmenopausal osteoporosis.",NA,NA,NA,NA,NA,NA,NA
VZJZN3RN,Mitral annular calcification (MAC) in stage 5 CKD on dialysis therapy (CKD-5D),NA,"Background: MAC is a degenerative process involving the mitral valve and is a marker of advanced cardiovascular disease. Prevalence in the general population is upto 10% and increases in advanced age, females, systemic hypertension, hypercholesterolemia, diabetes mellitus (DM), atrial fibrillation, chronic kidney disease, end stage renal disease (upto 40%) and mitral valve prolapse. MAC has also been found in Egyptian mummies as a marker of atherosclerosis in the Horus study. The aims of this study were to assess the prevalence of MAC in CKD-5D patients and correlate with patients' characteristics. Methods: Echocardiograms were obtained in 84 hemodialysis patients. Association of MAC with patient age, DM, Ischemic Heart Disease (IHD), duration of dialysis, smoking, dyslipidemia, serum calcium and phosphorus (PO4), Intact Parathyroid Hormone (iPTH) was studied. The individual highest values of serum PO4 and iPTH in the course of this study were used. Data was analysed using IBM SPSS v. 22. Results: The mean age of the patients was 63.38 ± 12.3 years and 48(57%) were males. 36(43%) patients were females. 68 patients(81%) had DM and 79(94%) had hypertension. MAC was present in 37 out of 84(44%) patients. 64(72%) were diagnosed with IHD. The presence of MAC correlated significantly with IHD(Odds Ratio 6.42, p = 0.006). Mean follow up of the patients was 30.30 ±29.22 months and 37(44%) of the patients suffered mortality during this period. Patients who had been on dialysis for longer than 36 months were also found to be at elevated risk of developing MAC (OR=3.32, p=0.019). Among these findings we also saw that patients with the following risk factors: serum PO4 greater than 5.5 (OR=2.03), DM (OR=1.95), HTN (OR=3.35), Age >60 (OR=1.83), AFIB (OR=1.28); had an observable increase in incidence of MAC with time but they weren't statistically significant. There was no correlation between MAC and serum Calcium and iPTH. Conclusions: MAC is common in hemodialysis patients and correlates significantly with IHD. Etiology of MAC in ESRD is multifactorial and needs to be analyzed further. Our findings support the recommendation by Kidney Disease Improving Global Outcomes (KDIGO) 2017 guidelines on Mineral and Bone Disease on the use of echocardiography for the detection of valvular calcification.",NA,NA,NA,NA,NA,NA,NA
IMQ9ZHUI,Association of bone-related biochemical markers and risk of prehypertension in osteoporotic elders,NA,"Context: The association of bone turnover markers (BTMs) and cardiovascular disease had been representing. Aims: The study aimed to evaluate the association of osteoporosis status and prehypertension in elders, who were indicated by bone related -and cardiovascular risked -biochemical markers. Settings and Design: A cross-sectional study was carried out in Samut Songkhram, Thailand, and 105 elders were joined. Materials and Methods: Bone mineral density (BMD) was measured by calcaneal quantitative ultrasound. BTMs (osteocalcin [OC], Procollagen type 1 N-terminal pro-peptide, Beta-crossLaps [CTX], and alkaline phosphatase [ALP]); bone-related biochemical markers (25-hydroxyvitamin D [25-(OH) D], calcium, phosphorus, and magnesium); lipid profile (cholesterol, triglyceride, high density lipoprotein-cholesterol, and low density lipoprotein); and high sensitive C-reactive protein (hs-CRP) were analyzed using automatic analyzers. Blood pressure measurement was done after resting. Statistical Analysis Used: Descriptive data were represented as a mean +/- standard deviation. One-way ANOVA was compared parameters within three elders groups. Pearson's correlation was tested for the relations of BMD with other parameters. Odds ratio was calculated for risk of prehypertension. Results: BMD was significantly correlated to calcium, phosphorus, and triglyceride in high, low, and very low levels, respectively. Inversely correlations of BMD with CTX and hs-CRP were significant in medium level. Risk of prehypertension was increased 1.12-fold with a decrement of T-score < -1.0. Increment of CTX, hs-CRP, and LDL-C was increased 1.93, 1.94, and 1.31-fold of prehypertension risks, respectively. Conclusions: Prehypertension was associated with osteoporosis, which indicated by inversely correlation of hs-CRP and CTX to BMD; and correlation of serum calcium, phosphorus, and triglyceride to BMD.",NA,NA,NA,NA,NA,NA,NA
6GAMDD32,Vitamin D Status And Different Oxidative Stress Markers In Diabetic Patients.,NA,"Vitamin D, a fat-soluble vitamin, plays a critical role in regulating plasma calcium concentration and may influence several non-skeletal medical conditions, including diabetes as well as other human diseases. The aim of this study was to determine the relationship between serum concentration of 25-hydroxy vitamin D 25 (OH) D3and both of glycemic profile and some of oxidative stress markers in diabetic patients compared to healthy subjects. The study included 84 subjects aged between 40-60 years divided into two main groups: Type 2 Diabetes Mellitus (T2DM) (n=43) and healthy subjects (n=41). Further classification of each group was carried out based on 25 (OH) D3status (deficient, insufficient and sufficient). Age was recorded and BMI was calculated. It was found that the prevalence of vitamin D deficiency was 44.18% and 56% for T2DM and control groups, respectively. Results indicated highly significant elevation in the mean values of FBG, HbA1c, FI, HOMA-IR, TG, MDA and AGEs in T2DM group compared to control group. Mean values of TAC, HDL were significantly decreased in T2DM compared to control group. Mean values of BMI, age, cholesterol, LDL and 25 (OH) D3 were not significantly changed in T2DM compared to control group. In control group, non-significant correlations were obtained for 25(OH) D3 with each tested parameter, however, in T2DM, 25(OH) D3 showed significant correlations with cholesterol and LDL. This study has shown that dyslipidemia, poor glycemic control and increased oxidative stress markers were highly prevalent among diabetic subjects. Though vitamin D deficiency was prevalent in T2DM and non-diabetic control subjects, its relationship to glycemic parameters and oxidative stress markers could not be confirmed, demonstrating that improvement in vitamin D status was not the only factor responsible for better health of the individuals but lifestyle and dietary changes seem to play a role, which will improve the overall health including hemoglobin glycation and insulin resistance along with vitamin D levels.",NA,NA,NA,NA,NA,NA,NA
